Date,Close,High,Low,Open,Volume
2000-01-03,,,,,
2000-01-04,24.083702087402344,24.28693897400722,23.372367825831557,23.77884572580429,332630460.0
2000-01-05,23.98208236694336,24.08369976877195,23.372365575684043,23.57560450610381,292754299.0
2000-01-06,23.473989486694336,23.982084800930018,23.3723679477894,23.982084800930018,248928848.0
2000-01-07,22.762657165527344,23.06751355475336,22.152942323693633,22.86427458634823,269228882.0
2000-01-10,23.37236976623535,23.575608733094874,21.74646834826748,21.74646834826748,380487972.0
2000-01-11,22.55941390991211,23.98208229161956,22.35617704351196,23.778843361838128,286306727.0
2000-01-12,23.169130325317383,23.169130325317383,22.457800146008406,22.559417563977334,181892693.0
2000-01-13,22.55941390991211,23.169126572493834,22.559413909912106,22.965891769474972,162467818922.0
2000-01-14,22.864269256591797,23.27074709865038,22.55941293842906,22.8642692565918,201569289.0
2000-01-17,23.37236976623535,23.677230279906297,23.27075234618725,23.575608733094874,150538291.0
2000-01-18,22.864269256591797,23.372364495783827,22.762651859458348,23.372364495783827,118179571.0
2000-01-19,22.55941390991211,23.169126572493834,22.559413909912106,22.86427024120297,131704223.0
2000-01-20,22.55941390991211,22.661035438184108,22.0513207122211,22.559413909912106,161466136.0
2000-01-21,23.0675106048584,23.372366955099096,22.864271662443652,22.96589319703244,146733969027.0
2000-01-24,23.77884292602539,23.982081852081908,23.372365073912352,23.372365073912352,280150047.0
2000-01-25,23.88046646118164,23.98208386937638,23.473988574877012,23.778844926224064,165332179.0
2000-01-26,25.404748916625977,25.50637046263219,24.388562343906834,24.388562343906834,509931527.0
2000-01-27,25.404748916625977,26.014463748991762,25.099892532133904,26.014463748991762,294787896.0
2000-01-28,24.49018096923828,24.998276344002097,24.388563544990916,24.998276344002097,220776993.0
2000-01-31,24.896656036376953,24.896656036376957,24.083702292877113,24.185321768737282,123849502.0
2000-02-01,24.998271942138672,25.30313241472588,24.591794063197575,25.30313241472588,138152648.0
2000-02-02,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0.0
2000-02-03,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0.0
2000-02-04,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0.0
2000-02-07,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0.0
2000-02-08,24.998271942138672,24.998271942138672,24.998271942138672,24.998271942138672,0.0
2000-02-09,25.303131103515625,25.811222235718525,25.099888047814378,25.811222235718525,205640473.0
2000-02-10,24.795034408569336,25.2015123105581,24.388560633343566,25.2015123105581,142264579.0
2000-02-11,24.896656036376953,25.404747225533278,24.693417084656616,24.998273448855617,248857310.0
2000-02-14,24.896656036376953,25.607988240635123,24.79503449713528,25.099890861334277,231418814.0
2000-02-15,24.896656036376953,25.099890861334277,24.591795545414943,24.896656036376957,132398164.0
2000-02-16,24.795034408569336,25.2015123105581,24.59179545757495,24.99827335956372,96313793.0
2000-02-17,24.49018096923828,24.693419944496508,24.185324569732693,24.591798393485647,169811146.0
2000-02-18,23.98208236694336,24.79503189847857,23.88046496511476,24.693414496649975,168258311.0
2000-02-21,22.55941390991211,23.778843361838128,22.559413909912106,23.778843361838128,204879305.0
2000-02-22,22.762657165527344,23.06751355475336,22.051324902872743,22.152942323693633,220926964.0
